subject,id,date,count,code,number,name,group,enrollment,count_prop,day,peak_demand,peak_demand_day,section,times,locations,rating,workload
AFAM,3,2019-08-23,34,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,0.8947368421052632,2,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-08-24,36,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,0.9473684210526315,3,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-08-25,39,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.0263157894736843,4,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-08-26,43,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.131578947368421,5,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-08-27,55,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.4473684210526316,6,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-08-28,50,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.3157894736842106,7,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-08-29,51,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.3421052631578947,8,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-08-30,52,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.368421052631579,9,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-08-31,52,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.368421052631579,10,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-09-01,54,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.4210526315789473,11,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-09-02,55,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.4473684210526316,12,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-09-03,56,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.4736842105263157,13,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-09-04,53,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.394736842105263,14,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-09-05,46,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.2105263157894737,15,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-09-06,45,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.1842105263157894,16,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-09-07,46,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.2105263157894737,17,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-09-08,44,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.1578947368421053,18,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-09-09,42,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.105263157894737,19,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-09-10,39,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1.0263157894736843,20,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,3,2019-09-11,38,AFAM 160,160,Rise &Fall of Atlantic Slavery,2,38,1,21,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002
AFAM,4,2019-08-22,116,AFAM 170,170,Sickness and Health,3,337,0.34421364985163205,1,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-08-23,128,AFAM 170,170,Sickness and Health,3,337,0.3798219584569733,2,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-08-24,141,AFAM 170,170,Sickness and Health,3,337,0.41839762611275966,3,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-08-25,160,AFAM 170,170,Sickness and Health,3,337,0.47477744807121663,4,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-08-26,194,AFAM 170,170,Sickness and Health,3,337,0.5756676557863502,5,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-08-27,247,AFAM 170,170,Sickness and Health,3,337,0.7329376854599406,6,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-08-28,273,AFAM 170,170,Sickness and Health,3,337,0.8100890207715133,7,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-08-29,331,AFAM 170,170,Sickness and Health,3,337,0.9821958456973294,8,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-08-30,333,AFAM 170,170,Sickness and Health,3,337,0.9881305637982196,9,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-08-31,336,AFAM 170,170,Sickness and Health,3,337,0.9970326409495549,10,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-09-01,347,AFAM 170,170,Sickness and Health,3,337,1.029673590504451,11,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-09-02,351,AFAM 170,170,Sickness and Health,3,337,1.0415430267062316,12,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-09-03,375,AFAM 170,170,Sickness and Health,3,337,1.1127596439169138,13,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-09-04,364,AFAM 170,170,Sickness and Health,3,337,1.0801186943620178,14,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-09-05,370,AFAM 170,170,Sickness and Health,3,337,1.0979228486646884,15,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-09-06,366,AFAM 170,170,Sickness and Health,3,337,1.086053412462908,16,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-09-07,359,AFAM 170,170,Sickness and Health,3,337,1.0652818991097923,17,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-09-08,354,AFAM 170,170,Sickness and Health,3,337,1.0504451038575668,18,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-09-09,352,AFAM 170,170,Sickness and Health,3,337,1.0445103857566767,19,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-09-10,341,AFAM 170,170,Sickness and Health,3,337,1.0118694362017804,20,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,4,2019-09-11,337,AFAM 170,170,Sickness and Health,3,337,1,21,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56
AFAM,5,2019-08-22,40,AFAM 180,180,Caribbean Baseball,4,31,1.2903225806451613,1,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-08-23,43,AFAM 180,180,Caribbean Baseball,4,31,1.3870967741935485,2,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-08-24,45,AFAM 180,180,Caribbean Baseball,4,31,1.4516129032258065,3,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-08-25,50,AFAM 180,180,Caribbean Baseball,4,31,1.6129032258064515,4,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-08-26,55,AFAM 180,180,Caribbean Baseball,4,31,1.7741935483870968,5,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-08-27,68,AFAM 180,180,Caribbean Baseball,4,31,2.193548387096774,6,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-08-28,72,AFAM 180,180,Caribbean Baseball,4,31,2.3225806451612905,7,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-08-29,60,AFAM 180,180,Caribbean Baseball,4,31,1.935483870967742,8,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-08-30,62,AFAM 180,180,Caribbean Baseball,4,31,2,9,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-08-31,59,AFAM 180,180,Caribbean Baseball,4,31,1.903225806451613,10,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-09-01,59,AFAM 180,180,Caribbean Baseball,4,31,1.903225806451613,11,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-09-02,57,AFAM 180,180,Caribbean Baseball,4,31,1.8387096774193548,12,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-09-03,57,AFAM 180,180,Caribbean Baseball,4,31,1.8387096774193548,13,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-09-04,51,AFAM 180,180,Caribbean Baseball,4,31,1.6451612903225807,14,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-09-05,44,AFAM 180,180,Caribbean Baseball,4,31,1.4193548387096775,15,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-09-06,43,AFAM 180,180,Caribbean Baseball,4,31,1.3870967741935485,16,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-09-07,42,AFAM 180,180,Caribbean Baseball,4,31,1.3548387096774193,17,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-09-08,39,AFAM 180,180,Caribbean Baseball,4,31,1.2580645161290323,18,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-09-09,33,AFAM 180,180,Caribbean Baseball,4,31,1.064516129032258,19,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-09-10,31,AFAM 180,180,Caribbean Baseball,4,31,1,20,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,5,2019-09-11,31,AFAM 180,180,Caribbean Baseball,4,31,1,21,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04
AFAM,6,2019-08-22,19,AFAM 183,183,Afro-Modernism in 20th Century,5,6,3.1666666666666665,1,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-08-23,19,AFAM 183,183,Afro-Modernism in 20th Century,5,6,3.1666666666666665,2,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-08-24,20,AFAM 183,183,Afro-Modernism in 20th Century,5,6,3.3333333333333335,3,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-08-25,19,AFAM 183,183,Afro-Modernism in 20th Century,5,6,3.1666666666666665,4,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-08-26,18,AFAM 183,183,Afro-Modernism in 20th Century,5,6,3,5,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-08-27,25,AFAM 183,183,Afro-Modernism in 20th Century,5,6,4.166666666666667,6,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-08-28,20,AFAM 183,183,Afro-Modernism in 20th Century,5,6,3.3333333333333335,7,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-08-29,16,AFAM 183,183,Afro-Modernism in 20th Century,5,6,2.6666666666666665,8,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-08-30,14,AFAM 183,183,Afro-Modernism in 20th Century,5,6,2.3333333333333335,9,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-08-31,15,AFAM 183,183,Afro-Modernism in 20th Century,5,6,2.5,10,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-09-01,14,AFAM 183,183,Afro-Modernism in 20th Century,5,6,2.3333333333333335,11,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-09-02,15,AFAM 183,183,Afro-Modernism in 20th Century,5,6,2.5,12,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-09-03,13,AFAM 183,183,Afro-Modernism in 20th Century,5,6,2.1666666666666665,13,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-09-04,12,AFAM 183,183,Afro-Modernism in 20th Century,5,6,2,14,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-09-05,13,AFAM 183,183,Afro-Modernism in 20th Century,5,6,2.1666666666666665,15,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-09-06,12,AFAM 183,183,Afro-Modernism in 20th Century,5,6,2,16,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-09-07,12,AFAM 183,183,Afro-Modernism in 20th Century,5,6,2,17,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-09-08,12,AFAM 183,183,Afro-Modernism in 20th Century,5,6,2,18,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-09-09,10,AFAM 183,183,Afro-Modernism in 20th Century,5,6,1.6666666666666667,19,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-09-10,8,AFAM 183,183,Afro-Modernism in 20th Century,5,6,1.3333333333333333,20,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,6,2019-09-11,6,AFAM 183,183,Afro-Modernism in 20th Century,5,6,1,21,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8
AFAM,7,2019-08-22,69,AFAM 192,192,Third World Studies,6,81,0.8518518518518519,1,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-08-23,73,AFAM 192,192,Third World Studies,6,81,0.9012345679012346,2,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-08-24,76,AFAM 192,192,Third World Studies,6,81,0.9382716049382716,3,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-08-25,83,AFAM 192,192,Third World Studies,6,81,1.0246913580246915,4,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-08-26,92,AFAM 192,192,Third World Studies,6,81,1.1358024691358024,5,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-08-27,108,AFAM 192,192,Third World Studies,6,81,1.3333333333333333,6,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-08-28,122,AFAM 192,192,Third World Studies,6,81,1.5061728395061729,7,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-08-29,132,AFAM 192,192,Third World Studies,6,81,1.6296296296296295,8,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-08-30,129,AFAM 192,192,Third World Studies,6,81,1.5925925925925926,9,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-08-31,131,AFAM 192,192,Third World Studies,6,81,1.617283950617284,10,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-09-01,137,AFAM 192,192,Third World Studies,6,81,1.691358024691358,11,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-09-02,136,AFAM 192,192,Third World Studies,6,81,1.6790123456790123,12,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-09-03,125,AFAM 192,192,Third World Studies,6,81,1.5432098765432098,13,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-09-04,121,AFAM 192,192,Third World Studies,6,81,1.4938271604938271,14,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-09-05,111,AFAM 192,192,Third World Studies,6,81,1.3703703703703705,15,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-09-06,101,AFAM 192,192,Third World Studies,6,81,1.2469135802469136,16,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-09-07,95,AFAM 192,192,Third World Studies,6,81,1.1728395061728396,17,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-09-08,91,AFAM 192,192,Third World Studies,6,81,1.123456790123457,18,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-09-09,87,AFAM 192,192,Third World Studies,6,81,1.0740740740740742,19,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-09-10,83,AFAM 192,192,Third World Studies,6,81,1.0246913580246915,20,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,7,2019-09-11,81,AFAM 192,192,Third World Studies,6,81,1,21,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.13,3.17
AFAM,8,2019-08-22,15,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1,1,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-08-23,15,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1,2,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-08-24,16,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.0666666666666667,3,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-08-25,18,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.2,4,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-08-26,27,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.8,5,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-08-27,30,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,2,6,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-08-28,24,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.6,7,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-08-29,20,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.3333333333333333,8,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-08-30,20,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.3333333333333333,9,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-08-31,20,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.3333333333333333,10,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-09-01,20,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.3333333333333333,11,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-09-02,19,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.2666666666666666,12,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-09-03,17,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.1333333333333333,13,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-09-04,17,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.1333333333333333,14,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-09-05,17,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.1333333333333333,15,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-09-06,17,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.1333333333333333,16,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-09-07,17,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.1333333333333333,17,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-09-08,18,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.2,18,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-09-09,18,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1.2,19,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-09-10,15,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1,20,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,8,2019-09-11,15,AFAM 202,202,Life&WritingsFrederickDouglass,7,15,1,21,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09
AFAM,9,2019-08-22,17,AFAM 203,203,Coltrane and Hendrix,8,29,0.5862068965517241,1,48,2019-08-29,1,TTh 9.00-10.15,STOECK 106,4.3,3.39
AFAM,9,2019-08-23,17,AFAM 203,203,Coltrane and Hendrix,8,29,0.5862068965517241,2,48,2019-08-29,1,TTh 9.00-10.15,STOECK 106,4.3,3.39
AFAM,9,2019-08-24,18,AFAM 203,203,Coltrane and Hendrix,8,29,0.6206896551724138,3,48,2019-08-29,1,TTh 9.00-10.15,STOECK 106,4.3,3.39
AFAM,9,2019-08-25,22,AFAM 203,203,Coltrane and Hendrix,8,29,0.7586206896551724,4,48,2019-08-29,1,TTh 9.00-10.15,STOECK 106,4.3,3.39
AFAM,9,2019-08-26,30,AFAM 203,203,Coltrane and Hendrix,8,29,1.0344827586206897,5,48,2019-08-29,1,TTh 9.00-10.15,STOECK 106,4.3,3.39
AFAM,9,2019-08-27,43,AFAM 203,203,Coltrane and Hendrix,8,29,1.4827586206896552,6,48,2019-08-29,1,TTh 9.00-10.15,STOECK 106,4.3,3.39
AFAM,9,2019-08-28,43,AFAM 203,203,Coltrane and Hendrix,8,29,1.4827586206896552,7,48,2019-08-29,1,TTh 9.00-10.15,STOECK 106,4.3,3.39
AFAM,9,2019-08-29,48,AFAM 203,203,Coltrane and Hendrix,8,29,1.6551724137931034,8,48,2019-08-29,1,TTh 9.00-10.15,STOECK 106,4.3,3.39
